Date,RSI,Ultimate,BandRadius,Chaikin,NATR,SMA_5,SMA_20,SMA_100,SAR,Williams%R,APO,ROC_5,ROC_20,ROC_100,policy
2014-10-14,32.84203631368596,45.613117870475946,0.0792917011721299,-2189843.628216535,5.078689858315332,1.04627615711222,1.0991631926718228,1.1628782617557518,0.8343096590929495,-74.25743696117392,-0.058942177658132,-0.057199240280855,-0.1402877599122784,0.1435406724763837,3.0
2014-10-15,36.05127362609055,54.59962894172651,0.0541251179207934,-277542.1138714999,5.061578545743865,1.0117695659047057,1.0732510554388557,1.145464645054967,0.8205761794282946,-61.36365902325535,-0.0573995003845309,-0.0795454701444664,-0.1352313556164595,0.2089551629791418,3.0
2014-10-16,41.47278657859727,62.07905971856768,0.0377528723183242,1712723.940292351,5.055819662364208,0.9775379438111264,1.0333133259936242,1.1133209233701735,0.7969624368200307,-42.29852323745352,-0.0532932643525929,-0.0249415196201953,-0.1532994550340127,0.0892468961989621,3.0
2014-10-17,41.84152335184317,56.29708149091935,0.0388275597721569,1946959.9979137036,5.223819264589636,0.976067012074042,1.024710816424349,1.1112162082791257,0.7953729867086633,-41.10636219429669,-0.0468074046632921,0.0023990190081283,-0.1156966716935001,0.0117029459299005,3.0
2014-10-20,44.40649787064036,59.50777674964844,0.0436165452831027,2263132.8400479928,5.111865158428517,0.973632425017028,1.007929950237792,1.0963514432121282,0.7847304468240055,-32.99953976235001,-0.041287001334784,0.0561097427861829,-0.0578420283892974,0.0003937098044104,3.0
2014-10-21,44.34455008354993,60.41652209156104,0.0317977817892181,2300444.984084606,5.001694027583054,0.98582677744808,1.0060236323502854,1.0969405676915411,0.7850394028947395,-33.23798106658711,-0.0379517501440258,0.0627615072778918,-0.0440346288947025,0.0159999847412109,3.0
2014-10-22,44.677002619392105,62.59424916819528,0.0144054646685223,1930790.1637175756,4.895438325839904,0.9932389740593844,1.001021987215816,1.0955459676633938,0.7838050359850852,-32.28421584963872,-0.0360274548580949,0.0469136350942112,-0.0640176509043976,0.0341463471366704,3.0
2014-10-23,39.69740951918157,55.62904210298976,0.0243341518703812,446168.5074461103,5.089269273717079,1.021735606826916,1.0288118432273887,1.1300198771098209,0.8085969447461362,-50.8822282778744,-0.0341334471895966,-0.014388513339929,-0.071885580329313,-0.0175299014888641,3.0
2014-10-24,36.138259319597765,52.03398780090701,0.0470528857016149,-201734.09544622895,5.279879722973629,1.040216468978428,1.0501665039094294,1.1599121341197984,0.8301415551227714,-62.92427925377349,-0.0344451202903583,-0.0418826984380587,-0.1080579210707556,-0.0211899119137623,3.0
2014-10-27,37.18074386637854,47.01649261092082,0.0500336225067269,-435223.1336805895,5.132008707078862,1.024865345371209,1.040820585991587,1.1539407768624137,0.8263572825347802,-60.05225039753031,-0.0328455926510524,-0.0503738958808325,-0.0835549095827644,-0.0640031606645238,3.0
2014-10-28,43.09241818910346,49.99614913782983,0.0411340691443507,321921.9899676889,4.833563116849275,0.9929781862592854,1.0114204689906916,1.1229454888550574,0.8046811937662184,-42.63155939836189,-0.0293583541183941,-0.0244094071337092,-0.0402788156650205,-0.0677200617843181,3.0
2014-10-29,38.96161867361996,44.92754830341532,0.0262450771784672,-289401.89928138256,4.849092888349211,1.0098755071192775,1.0380497724596431,1.152833591115586,0.8273859011798732,-59.12806624476324,-0.02610649966954,-0.0526729608670398,-0.0367705859097404,-0.1523039000079702,3.0
2014-10-30,37.702395064076896,44.0148177347558,0.0260704875403622,-679793.3129281476,4.795468107109961,1.012646600474425,1.043823313216449,1.1615825355229716,0.8350084269189522,-65.12264979052947,-0.0211017694128512,-0.0316301983565244,-0.0704554821200361,-0.1576719986086783,3.0
2014-10-31,37.80080074999398,43.08614072179087,0.0275153249441922,-1812070.8979874176,4.680694467958648,1.0111343814569622,1.0390121586492556,1.1589573325541067,0.834658896755671,-64.85016399559908,-0.0182084540024987,-0.0054122009008212,-0.0804465045963579,-0.1762069175983297,3.0
2014-11-03,45.89938309638895,50.72691818167198,0.0329866271520094,-1541603.2874854952,4.7196585901677945,0.9803794738181948,0.999697192047134,1.116814269677993,0.805006062396249,-44.378684200725246,-0.0150487026339346,0.0265230550872815,-0.0458397021832236,-0.0883327056235194,3.0
2014-11-04,47.079900748065526,52.16738163621337,0.0354910495124241,-423201.1127353087,4.575836793512371,0.9759132876886656,0.9931955049971616,1.109381378151662,0.8004817605861678,-45.79124752109,-0.0133068770064105,0.005246132250378,-0.0173570227785577,-0.1036344358846734,3.0
2014-11-05,40.31321185339459,43.12259819890588,0.0389777385438007,-1337817.9192624465,4.868833647385236,1.0151401043705006,1.0295273963390712,1.1545332555928551,0.8339607135637777,-79.46126735236999,-0.0160189365976888,-0.0078838394626627,-0.0943181745112762,-0.1108218523568843,3.0
2014-11-06,45.53956484671532,45.57273155746359,0.0348609971711037,-656006.7359868512,4.695065764768218,0.9947818737347682,1.0012025782252016,1.124337513612116,0.8128821840968494,-54.444403628765066,-0.0178013259409146,0.0272194953401346,-0.0440373798708562,-0.0921203040830138,3.0
2014-11-07,47.22517500145212,48.64513443363112,0.0285055090515438,-140950.14598683268,4.484379040884258,0.9932093916490664,0.9921584533360676,1.1140743827425807,0.8059822440797216,-46.6666619571652,-0.0185311822079475,0.0355797573539509,-0.0107956999317365,-0.0671191800875107,3.0
2014-11-10,57.428453749777454,52.2740554591801,0.0586229137920649,366505.54234333336,4.558546846684879,0.9473523821149552,0.9392571403866724,1.0501485704694475,0.7596190679640997,-21.75065239410169,-0.0128131833850827,0.0597496776295961,0.0910224681076001,0.0162601656033487,3.0
