Date,RSI,Ultimate,BandRadius,Chaikin,NATR,SMA_5,SMA_20,SMA_100,SAR,Williams%R,APO,ROC_5,ROC_20,ROC_100,policy
2012-04-17,39.096154071547,33.26773884792457,0.0357384958751204,-7554761.584325596,4.581428823000818,1.0211538512735427,1.0866005097010627,0.9852481468575632,0.7022332366742206,-96.43962768313206,-0.0258657049472143,-0.0067775952056565,-0.078330456474806,0.015113305122471,3.0
2012-04-18,41.69084132212311,40.80373782632417,0.0353154503941123,-5980182.620614318,4.466294273048499,1.005388843835613,1.069105934717256,0.9727587175533378,0.693202668857256,-83.71758588396638,-0.0332740588745638,-0.0129948572485876,-0.0657894781708903,0.0183972606619828,2.0
2012-04-19,44.71069461269458,45.50844769056264,0.0317710379306879,-4275404.16080177,4.285066313935619,0.9885404066287844,1.0499849298750272,0.9586067604753188,0.6827502863036147,-76.5129793881229,-0.0379685912151317,-0.0083732402816447,-0.0566145417422082,0.0543720206205918,3.0
2012-04-20,44.71069461269459,40.79171132806337,0.0247024009726782,-3768551.063789091,4.149160742633537,0.9859469215243374,1.048115206216254,0.9590591129966024,0.6827502863036147,-76.5129793881229,-0.0476864343920605,-0.0128014240098087,-0.036046532097863,0.0473784272295413,2.0
2012-04-23,38.99559099519239,39.17239352272816,0.0305593452184228,-4118404.1575793447,4.324224398797857,1.021665620257428,1.0847996250095266,0.9954978077658022,0.7088290340979623,-94.09223297969044,-0.0538068204078149,-0.009612372039451,-0.0627934234529446,-0.0190417799264739,2.0
2012-04-24,38.47464047888281,39.29813186581757,0.0362298342864117,-3493668.3746003844,4.299866726090666,1.0228787133488555,1.0801225922588888,0.9992740671086128,0.7115021981788926,-81.73719482828291,-0.056745479111645,-0.0130273125345167,-0.1491978840414907,0.0022047148307246,3.0
2012-04-25,45.58550403801313,50.12390802860588,0.0361301546424701,-1984497.677469971,4.114431117162127,0.990519619219943,1.03670620411384,0.9662291430825936,0.6879368019047986,-56.981985973040445,-0.0530545702918139,0.0076545795164278,-0.1325777630115497,0.0051924130458513,3.0
2012-04-26,48.96552068184037,56.13172927124431,0.0398406211146862,-576639.6566526871,3.8844796460569135,0.9753359146232248,1.0122424666420442,0.9497611300684772,0.6760226797365706,-28.4482652310399,-0.0478845655144235,0.0099517468403067,-0.115191571686103,0.0273006094812633,3.0
2012-04-27,48.1328199228549,54.1636589344774,0.0418181499334204,234551.379652638,3.777499914611097,0.9808038009669754,1.0108128042357554,0.9540461605242062,0.6790641463234984,-32.75857107818621,-0.045387079864647,0.0054282647671406,-0.1068845232110671,0.0012012573609053,3.0
2012-04-30,46.92954585554161,55.24679273224529,0.035753930038163,815224.2372410493,3.698081485799349,0.994204650939868,1.0110172161532511,0.959704207674171,0.6833685371958534,-38.7930951796977,-0.0449801559667944,0.0372573443409961,-0.1103652029746239,-0.0374781963363888,3.0
2012-05-01,51.01172004319601,56.74841080378295,0.0176551197114263,1192226.387858008,3.596225000397043,0.9866784996060588,0.987418585313938,0.940914738255856,0.6702190423040523,-20.11492047919387,-0.0433043432036998,0.0615965128846813,-0.0765445522071512,-0.0312589526621174,3.0
2012-05-02,51.99066047669773,62.724088305327626,0.0172431306107157,1317188.118668098,3.534064598644967,0.988096633001458,0.976767809811381,0.9364054086595538,0.6670594883146799,-13.274288981615042,-0.0350297684232015,0.0312975288648768,-0.1070770987075467,-0.0073120379070906,3.0
2012-05-03,43.35942224322567,53.371223021858086,0.0322708367951486,382520.1338960128,3.8427515519859496,1.026802214163782,1.017390618868076,0.979584090327,0.6974737840560846,-56.93210837285291,-0.0295689393702564,-0.0307554273864852,-0.0725714138575962,0.050825531087228,3.0
2012-05-04,40.2929430566155,49.02239970510848,0.0499951676357582,-409082.4102849383,3.87676546072467,1.037637431491176,1.033364724238173,0.999220835670954,0.7112786291418953,-75.51616921108766,-0.0250529665401388,-0.0452909471739104,-0.076856110789962,0.0254510289481931,3.0
2012-05-07,44.58080109417774,51.42034634396387,0.0506380910021483,728709.7852313686,3.742282368021991,1.0131198213072197,1.0119494996110183,0.9801601567820616,0.6972589940233814,-56.63714449080752,-0.0205732323880588,-0.0199215168919889,-0.0205128437488807,0.0677409066554772,3.0
2012-05-08,34.951049101940924,43.17252337094143,0.0802803308107317,-1394416.2751323243,4.532377636726136,1.065849615134454,1.084614092804292,1.0544286033109778,0.7499171576399294,-83.66533050903806,-0.0213434569690201,-0.1062758926421895,-0.0699322225789442,0.0251273758371467,2.0
2012-05-09,34.49354106509869,40.62164719836011,0.0711198979603081,-3394183.6488675093,4.466833210876766,1.0446440448734533,1.0842647903986635,1.059497660150897,0.7531603151566797,-86.25497497079134,-0.0183052692742313,-0.1143193887268054,-0.0915684411906605,0.0536278024316355,2.0
2012-05-10,50.16506683053811,45.931409632848855,0.0716486069185212,-8401031.34154157,4.784043423081216,0.9557645720697552,0.9881371349522938,0.9675940556229966,0.6868931845705565,-32.3917069830615,-0.0079194635973701,0.0154035586947089,-0.0143540956410682,0.1516422141838562,2.0
2012-05-11,47.18854261451672,43.53580417278721,0.0753824718757758,-11355308.55967582,4.82362572243075,0.9794108806110612,1.0078139824923134,0.9902139860408692,0.7020155057098479,-45.76272632370604,-0.0065195735356373,0.0131950410734603,-0.0398928443691656,0.1517856998407108,0.0
2012-05-14,39.41918314051386,39.48945059009376,0.0829581676739629,-13707339.716118162,5.328164583256209,1.034730527523703,1.0775947967644235,1.0631237409857397,0.7531603151566797,-87.00564616610728,-0.0108479557149687,-0.0742223401954856,-0.067906936169615,0.0832432211371337,2.0
