Date,RSI,Ultimate,BandRadius,Chaikin,NATR,SMA_5,SMA_20,SMA_100,SAR,Williams%R,APO,ROC_5,ROC_20,ROC_100,policy
2018-12-18,55.29661321853252,55.64418576304331,0.0285047681040586,992755.1203698004,7.113681756525317,0.9870434802511464,0.9695217381352964,0.9216478273142938,1.3252173714015796,-39.37007933143675,0.035582502550106,0.105237894774662,0.1041766723111855,-0.1385768036409641,0.0
2018-12-19,52.31712294598041,57.36181343207376,0.0325238032626344,1102102.2557914825,7.280436605639029,1.014157722694065,1.0046147070254352,0.9487052110611182,1.3655913960117272,-52.7559123115226,0.0273670925851072,-0.014569533300834,0.1249999759658692,-0.092682953304462,0.0
2018-12-20,48.85675942454523,53.18881264832637,0.0547636449929806,110928.42773176637,7.466899873010603,1.0431828882867935,1.0395765570608335,0.984876698208184,1.418334102692752,-69.0944937322195,0.0111650109514437,-0.0482728147152707,-0.0713050847904686,-0.0448888990614149,0.0
2018-12-21,47.39256759758791,45.76697128525794,0.0620520030729795,-923386.6730507676,7.761570971013549,1.0423095438295285,1.0513015059750204,1.0009654921532865,1.442498852476552,-76.18112002667284,-0.0045263071927589,-0.0852814367173523,-0.1069315597194407,-0.0646304108879801,0.0
2018-12-24,48.18230368656086,46.22286006206927,0.0663137135119169,-1320203.8012778312,7.575539812342619,1.0257277162123029,1.0400939293120453,0.9934413504601904,1.4309859452578386,-67.6815219479075,-0.0132237860797783,-0.0396754308389203,-0.0533333672417534,0.0487444508690551,0.0
2018-12-26,49.19687417670377,43.36300774039198,0.0380423616422885,-1405870.3348464072,7.211485863404321,1.0018595717909258,1.030613654612064,0.9846025004799406,1.4170153053420391,-54.04622620499262,-0.0116284631371839,-0.064782598744268,0.0136663960844162,0.0940997149454834,0.0
2018-12-27,51.11130566311596,45.77887951826981,0.023508506391532,-1079246.756804767,6.932641440718704,0.9801826473598856,1.0110045787690147,0.968360747914088,1.3917808252583823,-42.77456456211453,-0.0064892921287334,-0.0188172079765457,-0.0244989365575935,0.1484006276347316,0.0
2018-12-28,51.91192687794926,45.32499926391028,0.0318892710514463,-778319.546676198,6.814930000456743,0.9782411634031494,1.001767924603181,0.96219857298155,1.3816863227623044,-38.150290291923646,-0.0055908168829608,0.0265239507163829,-0.0366812299816886,0.0942460135372556,0.0
2018-12-31,53.84516687779792,47.82935435998512,0.0359276447035488,-375540.80565983057,6.50110019232458,0.9733511273203632,0.9848038928610678,0.9465953436725112,1.3582887173276244,-32.63885071615002,-0.0050762168244216,0.0619972278902584,0.0,0.0741982378983336,0.0
2019-01-02,52.47020209962293,53.22027697191669,0.0281473551943368,244811.69009997044,6.401560200351975,0.9916254252245452,0.9933138582237904,0.9572715389564596,1.3723548310970148,-40.62501448724427,-0.0040060538079721,0.0427229990613695,-0.0326655065290141,0.095707872861243,0.0
2019-01-03,48.47137588869504,51.666004565855815,0.0287449694961306,-330722.2854320677,6.370559838281648,1.023512981581146,1.019470235701134,0.98867098307689,1.4163568259237744,-64.5833071183199,-0.0085013391142485,0.0004649106822606,-0.1022110523893859,0.0760000228881836,0.0
2019-01-04,54.76647501575614,54.44926636456736,0.0347812715818792,-464866.3513243031,6.218056545661356,0.9776994047206248,0.965513418478921,0.939092089462971,1.3433229980090104,-25.762712960268967,-0.0086816794362632,0.036073101793979,-0.0270154017586212,0.1629933504802442,0.0
2019-01-07,57.26529876681163,55.31873264570078,0.0479976909231819,-92157.40829144232,5.878439960234305,0.9657044732052432,0.9453253233453236,0.9196768995664624,1.3132270893809408,-8.13564801344842,-0.0089925937202324,0.0521305370068442,0.0297248510084915,0.1939299612574725,0.0
2019-01-08,60.80761275987437,58.43930931174557,0.0705072781508883,828997.2484322721,5.692564728978753,0.946916659673055,0.9212708274523416,0.8914874998728434,1.2699999809265137,-5.405424910792807,-0.0046260738984131,0.0695186911236807,0.1644832260677265,0.2631578947368421,2.0
2019-01-09,66.6167662754936,59.526254832178935,0.1051429152839499,1826057.6091887236,5.604878040793306,0.91589660766781,0.8763507858963149,0.8408026322903805,1.1934220223032823,-12.802762685269364,0.0041990420539739,0.1499325514778045,0.2700149249314644,0.4429378426357703,3.0
2019-01-10,69.29054423552395,62.83536185374565,0.1056727443230136,3155043.8264264143,5.596587991166341,0.9235784956051086,0.8590030545777201,0.8168120040342087,1.1554207927181217,-5.161315528953856,0.0156635741688924,0.2258363661534965,0.2676597711566534,0.3855040909821282,3.0
2019-01-11,67.75982051277681,63.53366969443949,0.0950529471054052,3670059.6573775103,5.420745470054586,0.95787461574143,0.8729357799502951,0.8264181997516071,1.1651376039763846,-8.709691114156032,0.0280571230429032,0.1529307726611127,0.1549669001323186,0.3768420972322163,2.0
2019-01-14,56.77069360070851,60.860958734465264,0.0780121792075421,3099778.986322636,6.177053095411032,1.0377513041309945,0.9407262669917013,0.8893434236272822,1.2507180341646278,-39.22558441445848,0.0382405838007388,0.0499785351364695,0.0792737343478941,0.2860158236454453,2.0
2019-01-15,56.93875140154498,56.97076757276251,0.0694715762033884,1637238.6560418657,6.282414214966764,1.0394100893351783,0.9418680882053028,0.8902048387739523,1.2486685675038112,-40.96602599316903,0.0438003570626226,0.0170833269755045,0.0567099326540805,0.3018666585286458,2.0
2019-01-16,59.99541880347089,56.64310450890378,0.067394227598838,847644.8419670565,6.039318421017345,1.0060461587484637,0.9204057440480706,0.8670366151768508,1.2124105124197684,-27.90700054934369,0.0458075845346911,-0.0156617663093238,0.1334535186540069,0.3663043429810968,2.0
