Date,RSI,Ultimate,BandRadius,Chaikin,NATR,SMA_5,SMA_20,SMA_100,SAR,Williams%R,APO,ROC_5,ROC_20,ROC_100,policy
2012-04-17,63.166571603848496,59.16280699257788,0.0261095195962181,485360.1392593719,1.916523758959348,0.9993895072825671,0.9774807644617104,0.8590576664592311,0.6937539141160545,-31.873406680891293,0.0156806198485773,0.0379482447887473,0.044718734653014,0.4151122837801332,3.0
2012-04-18,66.47640390129206,58.78162864747372,0.0153554576361564,476360.2501198687,1.902312734556248,0.9934856730167232,0.967688510884796,0.8508813144730965,0.6847595581718235,-13.714861612338936,0.0157390814273851,0.0365541606861018,0.0611330213696225,0.4206822051191312,3.0
2012-04-19,59.09627361363427,58.97606535166089,0.0175284945950082,283047.8016832732,1.9815366570261184,1.0092576126934083,0.9858570527959488,0.8683850251763999,0.696411163122966,-37.1483234356082,0.0156580907349603,-0.0056322478983679,0.0352551343254596,0.4337825970280177,3.0
2012-04-20,49.74846584905099,53.06639322440064,0.0294578807735889,-225110.13150949217,2.185122114306869,1.026904513451143,1.0130801658893758,0.8950722497785755,0.7155464222970042,-73.97693425159247,0.013725188587719,-0.0480017811622138,0.002702520435311,0.3940482452722361,3.0
2012-04-23,48.30556970969808,53.29030104740365,0.0383939286681177,-17680.641336916015,2.2593620225362514,1.0247435657381592,1.0181921896531043,0.9019866480106962,0.7190106581861482,-69.8501147586679,0.0128950210823943,-0.0344348908889929,0.0041635109337698,0.3478921230435673,3.0
2012-04-24,39.51850153540554,43.86216340108905,0.0600894868438298,-207071.10793975557,2.4602751216130887,1.0466415360873442,1.0518257293660531,0.9364141730770804,0.7446755967540434,-95.5765366491297,0.0095482282422188,-0.0683810277387238,-0.0514245967217496,0.2872159752700065,2.0
2012-04-25,46.85285790226587,49.932610592460094,0.0438728247975303,-108576.6945831459,2.4151232263640128,1.0088040987061415,1.0250115201107586,0.9156592385228955,0.7264098576087709,-71.09017919581709,0.0067129196053644,-0.0573371891924122,-0.0198875216078969,0.2843326078179893,1.0
2012-04-26,48.025440276821286,49.10268903531125,0.0274607951516631,-37045.709606193006,2.378853843107085,0.996812467807685,1.020041489455637,0.9140066275698664,0.7233447631381437,-66.8600602532288,0.0061334298583934,-0.0372348033575711,-0.0127353808711323,0.2838657109455262,1.0
2012-04-27,51.12442939018334,49.87105627893105,0.0273028883992616,114722.15087059511,2.3333586868526,0.9857847651064776,1.0085393626984405,0.9059495400898202,0.7152905209235065,-55.57165324591402,0.0051167628485896,0.0003577586533192,-0.0028766855335562,0.2690550880668869,1.0
2012-04-30,47.67629018483432,51.01776892113272,0.0262836046423011,105779.97626584768,2.30855665920178,0.9968127460095216,1.020883746779038,0.9193376930154868,0.7243752370427033,-68.28620578749671,0.0017141895548411,-0.0074058010023317,-0.0092105409175014,0.2318194117435085,1.0
2012-05-01,51.51901550907122,55.60190654243468,0.0135648965915475,109861.52906433864,2.28446786635292,0.9912976827602328,1.0071053937522585,0.9088768173980644,0.7144728131989084,-54.4113654939614,-0.0027809546052245,0.0422728240979641,0.0035612351187599,0.2669040941602155,1.0
2012-05-02,53.38797126926935,53.853117645257655,0.015524599087166,192566.09649061784,2.246913503736528,0.9891154449409606,1.0002377238563307,0.9046566014474918,0.7095553658031327,-47.37734691047291,-0.0044259331572629,0.0237535964322682,0.0012787808811056,0.2555307729561061,1.0
2012-05-03,47.88203928386736,54.51245394085584,0.0158263019219228,91081.06773735768,2.3038422167201165,1.0083377728068756,1.0193989161307413,0.9241664876160764,0.7233447631381437,-66.35584918999234,-0.0074515388917127,0.0,-0.0055151023005485,0.238991463027726,1.0
2012-05-04,43.74674752992191,47.494053913516055,0.0252187683088596,-79265.7798140943,2.323064480689337,1.019643015868123,1.0344476099951128,0.9414082461505864,0.7355104354433668,-82.83206227728475,-0.0126017482807344,-0.0274909961103021,-0.0402372009540602,0.2046071988495972,3.0
2012-05-07,43.26573451832044,47.21537813468938,0.0308540129749507,-137130.4551349096,2.290450488359905,1.018213534882598,1.034166950180912,0.9449466965729836,0.7369920940384639,-84.88721879271219,-0.0162018611275658,-0.0171193925929714,-0.0451549344614049,0.1964611019283697,1.0
2012-05-08,41.11076668539387,49.00010976369035,0.0340319749096901,20055.02407898568,2.410855380347959,1.0192152345979764,1.0418375027251217,0.955281478387309,0.7436234425958921,-76.05666775443028,-0.0182284730393771,-0.0392007940137318,-0.0316595521002206,0.2243330421516915,1.0
2012-05-09,40.13229003851348,52.06764964616893,0.0223367777158984,120576.88570382074,2.4208253503470667,1.0129374236215534,1.043517589535155,0.9612123578494048,0.7466772883455406,-76.5048617042001,-0.0199188979264968,-0.0497161533125792,-0.0494014212414212,0.2512223758455035,3.0
2012-05-10,45.025708230134185,54.83263586456392,0.0120729986736759,225182.29980388656,2.351617923934454,0.9951461093327726,1.025690133396359,0.949880471386523,0.7361782356525224,-52.3057727436731,-0.0172957838798454,-0.0174325616988712,-0.0593462706768707,0.2793859846206807,3.0
2012-05-11,45.64361853936247,51.462249342000746,0.0124135002200363,240237.10545112196,2.347826707695248,0.9935235756420316,1.0198934392701315,0.950359584156604,0.7348438456827924,-50.015490198671245,-0.0174038628101654,0.0009071175658483,-0.0730018036831335,0.2821922356340463,3.0
2012-05-14,40.17004327890127,51.80693534240586,0.0161469346677793,108087.93961071224,2.390567732913438,1.0106471028180304,1.0371111311549954,0.9722089103358452,0.7501500048189262,-75.79694238590619,-0.0184443857567961,-0.0175403728533448,-0.0745162965224989,0.2585203992014741,3.0
