Date,Open,High,Low,Close,Volume,RSI,Ultimate,BandRadius,Chaikin,NATR,SMA_5,SMA_20,SMA_100,SAR,Williams%R,APO,ROC_5,ROC_20,ROC_100
2012-04-04,196.9499969482422,197.67999267578125,192.36000061035156,193.99000549316406,5456900,51.906361286511405,40.887803236217565,0.03782781952175192,-755675.9850411415,2.737482716077216,1.0297643992379966,0.9941208003033667,0.9689097072843785,1.146193101743847,-57.67272949218749,0.0426413062328682,-0.03564325928820739,0.055612999853614606,-0.08157369391138054
2012-04-05,193.5500030517578,196.02999877929688,193.5500030517578,194.38999938964844,3217500,52.39865735998463,39.76001577431278,0.033121711302326086,-1445588.7924551517,2.62784510075071,1.0171305203020233,0.9938114106604923,0.9660723292821415,1.1438345943806618,-57.32297372682186,0.04052816101802082,-0.049948688677077684,0.03597314017243798,-0.07780252582589402
2012-04-09,192.02000427246094,194.1999969482422,190.5,191.8699951171875,3135900,48.99589934894916,41.29575128984245,0.02964993438382058,-1855295.8217201233,2.617005791035969,1.0193985840428708,1.0088315204424994,0.9774305739792428,1.1588576211080424,-66.66670438459614,0.03874986152157098,-0.052540613689509894,0.04096130367273872,-0.11739272433926018
2012-04-10,192.75,193.52000427246094,186.57000732421875,186.97999572753906,4455000,43.14130991098384,31.602875272853044,0.043860385081185733,-3104500.038955286,2.7591275645906825,1.0342175863546044,1.0361750087992243,1.0012841146927582,1.189164676351349,-98.23888133669097,0.035767916600651664,-0.055895012136534764,0.019575747586229965,-0.1459370484498107
2012-04-11,189.6300048828125,191.97000122070312,186.7899932861328,187.97000122070312,4337800,44.58501152221183,32.02294074971612,0.03245545680072588,-4084695.5471314117,2.7453933871075176,1.0163323836197709,1.0316167351338223,0.9944219730132849,1.1829015516281534,-93.98628019804966,0.03086758594603436,-0.05854954536207258,0.0183108778908334,-0.1370793754733128
2012-04-12,188.05999755859375,192.25999450683594,185.61000061035156,190.69000244140625,4027900,48.457268733139465,38.72230655740298,0.028050626967738284,-3437890.223889619,2.762025903478379,0.9983743056366857,1.019112155178898,0.9791205467525963,1.1660286499384656,-79.04290148578018,0.023168229680441473,-0.01701120139343519,0.046252651095378655,-0.10047644935998959
2012-04-13,189.89999389648438,189.94000244140625,186.25999450683594,188.4600067138672,3431800,45.64138096274095,38.614200682154696,0.01918321287216511,-2647108.4188006297,2.7629887264292656,1.0038946912030404,1.0322402267362378,0.9898540423928106,1.179825948118014,-88.24255174232796,0.014976999472176442,-0.03050564686661052,0.021851185805610813,-0.07852531401866523
2012-04-16,189.00999450683594,189.47000122070312,183.64999389648438,185.5,4044300,42.140856502164674,37.73729345344925,0.018491134302130292,-2551698.432020217,2.830676970948579,1.0130458286830357,1.0488328836034893,1.0050215605455588,1.1986523240081706,-92.93891129173161,0.008624651130656696,-0.0331995375999094,0.0024317586642585735,-0.05904433106262675
2012-04-17,187.2100067138672,190.0399932861328,186.8699951171875,188.38999938964844,2829200,46.458572057469716,40.17290085980158,0.017538840900767783,-2317608.283112295,2.7602984946282842,0.9990020837776288,1.033504964674919,0.9895583633901808,1.1802643814634102,-79.70019591365161,0.0004865855951973346,0.0075409332245572665,0.015470003509554303,-0.00454425685786823
2012-04-18,188.82000732421875,193.4499969482422,188.74000549316406,191.07000732421875,4001900,50.17202780954678,42.2266589744075,0.020880400619331697,-2024666.51648549,2.716343183749262,0.9882346571192826,1.0186789787927837,0.9756120397726746,1.1637096225480283,-68.01720032937921,-0.006055630300117781,0.016492025766791284,-0.006551211432643431,-0.006602833720766217
2012-04-19,192.92999267578125,194.5500030517578,189.75,191.10000610351562,4002400,50.21365247505326,44.081432630674605,0.021733745937566447,-2277915.5999676734,2.7013352510023236,0.9885086230919529,1.01835423465318,0.9755693021280062,1.1635269440183713,-67.8878953142388,-0.01039560787904563,0.0021501057048617833,-0.0032858167113230118,0.011164614789261345
2012-04-20,192.33999633789062,193.47999572753906,189.8000030517578,189.97999572753906,3243600,48.581896708918556,43.478910029573605,0.02211316698111133,-3105530.856356412,2.661530839780336,0.9959364457526262,1.023720943905275,0.9817196747222547,1.1703864149065473,-66.22198518904527,-0.0162658766732538,0.008065313379616005,-0.012577953460057422,0.041557028973128636
2012-04-23,188.99000549316406,188.99000549316406,185.50999450683594,188.24000549316406,3481000,46.076796688782004,41.8535079833784,0.013225415943259586,-2531597.205371894,2.6638823331987567,1.0080535341596566,1.031377472875809,0.9904802076310641,1.1812048428334234,-75.50688233066941,-0.01974020767974183,0.014770919100614892,-0.03486458176294566,-0.03044032237503629
2012-04-24,188.67999267578125,190.6999969482422,186.50999450683594,190.3300018310547,3376300,49.448636077130445,45.89791786219199,0.010978917866428349,-1182110.2390907928,2.6036883693899617,0.9990227576663329,1.0167577346378518,0.9797057634417119,1.168234140516025,-52.38767985904923,-0.02236802798887896,0.010297799499397676,-0.061812952077457815,0.010297799499397676
2012-04-25,191.6699981689453,194.8000030517578,191.60000610351562,194.4199981689453,3955100,55.33468268972389,52.70362166633223,0.02090075278766661,436974.24562864006,2.5310742370821417,0.9814525422381289,0.9925342202403185,0.9592053366677369,1.143658102034853,-13.004846327538775,-0.02256513760231649,0.017532792779151898,-0.053640985891265085,0.011077044865475626
2012-04-26,193.57000732421875,196.36000061035156,193.02000427246094,195.99000549316406,10234000,57.38588156851827,54.915095969786854,0.02977474405899863,3594433.868870467,2.45318211429719,0.978580519247258,0.9832644317162007,0.9514633123023799,1.1344966573373099,-2.911053672251949,-0.019271642073301037,0.025588693006109105,-0.02570092500907593,-0.005782982607473331
2012-04-27,224.8300018310547,228.69000244140625,220.22000122070312,226.85000610351562,22116900,78.39163318182264,72.3151668032277,0.12446230855006156,8539074.366745934,2.9976978895469535,0.8779634033912515,0.8544059794272381,0.8233876784323126,0.7360370144513543,-4.085248643004707,-0.008321879691249832,0.19407311930280233,0.10869461623000896,0.15722087188766393
2012-04-30,223.9499969482422,233.83999633789062,223.0500030517578,231.89999389648438,9756900,80.11869794034253,76.443193442529,0.15269661924492822,11773725.847648859,3.055307333428755,0.8964985190617746,0.842136725991489,0.8069948455690752,0.7200086486213332,-3.8653164914089895,0.0001169328474343445,0.23193788317704775,0.14512863654567107,0.18171620161599777
2012-05-01,229.39999389648438,232.97000122070312,228.39999389648438,230.0399932861328,6754900,77.65678040641373,77.35199034723223,0.14721735383793902,11419959.265987337,3.001911403683247,0.938271629669099,0.855899003979928,0.8151739050289598,0.7258303168745934,-7.571235040671862,0.009328646427168765,0.20863758247807127,0.1615248156598858,0.19818733634196153
