Date,Open,High,Low,Close,Volume,RSI,Ultimate,BandRadius,Chaikin,NATR,SMA_5,SMA_20,SMA_100,SAR,Williams%R,APO,ROC_5,ROC_20,ROC_100
2012-04-05,97.12999725341797,98.66000366210938,97.06999969482422,75.21305084228516,5469400,53.83685246432167,0.3812024422506799,0.012781495882742919,-961868338.6221275,31.638989183760707,0.9976880656703851,0.9874822903485125,0.9889286780462199,1.2128214478625934,-565.3485184201472,-0.004082013334168229,0.010036406421644434,0.0171204472128486,0.07291184966930525
2012-04-09,97.73999786376953,99.5,97.63999938964844,75.41134643554688,6712700,55.15777443017677,0.5300602010698039,0.012847643927632055,-905048837.4977264,31.602234392524846,0.9966423169797485,0.9859172349406878,0.9868828313461447,1.2096323104198612,-551.2274239025114,-0.0021069684849909717,0.007951179358994545,0.021065570375087043,0.05871197089256398
2012-04-10,98.77999877929688,98.77999877929688,97.30999755859375,74.48851776123047,7581600,48.23978611503787,-0.01735704514344231,0.014929087334457974,-876841469.1489716,31.949350654122703,1.0075766342300843,0.9986486720400223,0.9996173786091447,1.2246182896685454,-572.3447715984182,0.00018308839122969654,-0.0070152206978301695,0.01044875087439465,0.0535390293639871
2012-04-11,98.29000091552734,98.7300033569336,97.5,75.16728973388672,6366600,52.917367291720815,0.22918228831844267,0.011330707965834108,-861176039.5896263,31.702929117224958,0.9967735135059971,0.9905337287323085,0.9911435755228181,1.2135598016590394,-556.8122419406933,0.0032649341336264937,-0.00845073455943744,0.018392265023759114,0.0585250825696294
2012-04-12,98.72000122070312,98.75,97.3499984741211,74.46568298339844,5763900,48.08065568122416,-0.09809965342431612,0.010586121418186883,-838268493.1228294,31.977887617631946,1.0064928507803907,1.0000456796394726,1.0010791367864689,1.2249938168302295,-572.8673062318321,0.004753842590507581,0.0016419744496460828,0.0035981139232397564,0.06350453007610964
2012-04-13,97.5199966430664,97.80000305175781,96.95999908447266,73.95467376708984,5223700,44.86424161888522,-0.5945033835342608,0.01420487735720248,-845392743.1414452,32.152657504060876,1.0100443735507516,1.0064040309130338,1.0086159213492663,1.2334582329169361,-751.3327873082835,0.005741924749104716,-0.016730834091998388,-0.01091410112027643,0.06604872108954561
2012-04-16,97.08999633789062,97.9000015258789,96.31999969482422,73.65724182128906,6236300,43.058705811673136,-0.31482158757251466,0.014039197152795974,-830360566.7568817,32.298680062133535,1.0093601032979567,1.0099088167242258,1.0132245332232903,1.238439004300836,-812.6652735425579,0.005485044741567221,-0.023260486613337735,-0.011058900391227,0.05660954310489746
2012-04-17,96.91999816894531,97.58000183105469,96.91000366210938,74.06146240234375,7592700,46.22603586191662,-0.46046437412577085,0.01409128162915142,-915912730.0309448,32.13517034381756,1.0026978638117128,1.004077612464903,1.0083285569006026,1.2316797192734932,-799.9539357355527,0.004893341488478866,-0.0057331703156669744,-0.006343814368987771,0.06770408157653629
2012-04-18,97.0199966430664,97.9800033569336,97.0199966430664,74.23684692382812,5388700,47.58827075319382,-0.3803099012094191,0.007308965092837512,-950743227.9934845,32.07067813489438,0.99782230319663,1.00154624098647,1.0065651498216102,1.2287698764240462,-794.4386997401688,0.003962458857477382,-0.01237829398070121,-0.003174659763121147,0.06595815841460725
2012-04-19,97.16000366210938,97.23999786376953,94.12999725341797,72.6657943725586,13939100,38.24258246030159,-0.8077866241470817,0.01534392921888142,-944216182.2477493,32.684914040731655,1.014441588286821,1.0224442595169003,1.028823971061429,1.255336186831136,-499.7056220226552,0.0019598188617853053,-0.024170712450742114,-0.014888198621570734,0.05225855875244547
2012-04-20,96.91000366210938,97.7699966430664,95.6500015258789,73.16915130615234,11021200,42.1617728958087,-0.837137825918596,0.01580359732756839,-933587391.5499,32.59218808849765,1.0053157382877738,1.0154834763874434,1.0222846980640172,1.2467002772660696,-490.33212712241266,-0.0005178066815469159,-0.010621674343549886,0.00146171396456863,0.05690118028234205
2012-04-23,95.77999877929688,95.93000030517578,94.8499984741211,72.59715270996094,5217500,39.12335879447599,-0.8768372850527282,0.018927874158160933,-914439245.5768089,32.74207566696301,1.0103162287369578,1.0232954517987267,1.0306313130198517,1.2565231254336366,-500.9838646202283,-0.0013750775506337315,-0.014392191251203336,-0.003767703742293964,0.03007346243837445
2012-04-24,95.01000213623047,95.44999694824219,94.1500015258789,72.13955688476562,6223800,36.83630721785337,-0.9873501460696688,0.019858658409775742,-892512968.0192947,32.85897198131217,1.0113965706221453,1.0285283628238282,1.0373571938631119,1.2644935061968323,-509.5051977887554,-0.0036858949275152234,-0.025950142695498602,-0.02454363990625774,0.01919943570129248
2012-04-25,95.1500015258789,95.23999786376953,94.77999877929688,72.62001037597656,5699600,40.75249811001643,-0.5548354327375986,0.00899471159905661,-978947008.5611992,32.58218041504061,1.0002523099874454,1.0206104092578099,1.0305325037164663,1.2561276258214311,-500.55820997731075,-0.005850782239243576,-0.021779434537549026,-0.021779434537549026,0.0038606414532869346
2012-04-26,94.94000244140625,96.06999969482422,94.94000244140625,73.08524322509766,4741200,44.35049939008958,-0.5536427001442021,0.010218062812875498,-985172646.2310715,32.35413403055102,0.9950329189766947,1.0134614077728432,1.024076471572575,1.2481315953174243,-491.8946604210799,-0.006683122093158383,0.005772301206652226,-0.012875732401245623,0.01050374715647022
2012-04-27,96.2300033569336,97.52999877929688,95.80000305175781,74.26737213134766,7373300,52.28039169090697,-0.0939065022143478,0.01958160279454961,-958905269.4790115,31.915959686859253,0.982152255723096,0.9971964244641128,1.0080171059810425,1.228264830205294,-527.1530882630417,-0.007847199867194326,0.015009342128353618,-0.0026631173462142712,0.024702338219237896
2012-04-30,97.61000061035156,97.75,97.08999633789062,74.32075500488281,4507200,52.60880854664224,0.5547029231021272,0.023558452847637867,-961370108.4505081,31.871841663684037,0.9860850783821987,0.9961466662286721,1.0075768120911124,1.2273825960824811,-528.7712223372686,-0.008655297471321188,0.02374200957726242,-0.006625710866353454,0.029202743126309896
2012-05-01,97.2300033569336,98.01000213623047,97.12999725341797,74.13008880615234,5297900,51.25206921123604,0.2535217977228025,0.018829194239929813,-964781923.6248512,31.953996214284174,0.9939917123446913,0.9981121001969971,1.0103596679380251,1.2305394838962127,-532.8981938822861,-0.009133260894719527,0.02759279384771322,-0.011793332916341846,0.019505091345813845
