Date,Open,High,Low,Close,Volume,RSI,Ultimate,BandRadius,Chaikin,NATR,SMA_5,SMA_20,SMA_100,SAR,Williams%R,APO,ROC_5,ROC_20,ROC_100
2012-04-05,96.02999877929688,97.83000183105469,95.02999877929688,94.47090911865234,456600,48.554407731738266,-2.02154738333158,0.024890338620077484,-2378066.3243542016,4.4930903724726186,1.0089314662130584,1.0097930295285495,0.9349646359524912,0.8201466893858432,-102.7667590854685,0.012618266430625311,-0.02021023103036215,0.019257624311861697,0.1374278376950611
2012-04-09,95.44999694824219,97.45999908447266,95.12000274658203,94.05194091796875,186700,47.45179580590451,-3.086873477594099,0.02723770232039727,-2259331.7272049487,4.417749884436064,1.010815297346372,1.0146138867852041,0.9402914076538648,0.823800153412155,-107.82675759276202,0.011641234150002394,-0.012884826409730306,0.006493609345885653,0.13145649011006197
2012-04-10,96.5999984741211,98.6500015258789,92.16999816894531,90.8853530883789,401700,40.04921448675531,-0.9726840392679795,0.046539698578346236,-2183855.8179113716,4.75439935723054,1.0370499117525462,1.0487973288618493,0.973818799121093,0.8525026390290892,-111.88385258125372,0.011965815015105533,-0.04298788957441028,-0.02281325342170501,0.0829740473143891
2012-04-11,94.43000030517578,96.33000183105469,93.75,92.84376525878906,290300,45.69197699103828,5.162992096443776,0.028845967325953507,-2111704.44347623,4.740554731964497,1.0050163124697085,1.0262718853421806,0.9543556619661181,0.834520262518101,-93.76718994924796,0.010943611356760313,-0.04833710269235461,-0.007985698424576797,0.12085479281873673
2012-04-12,94.51000213623047,97.77999877929688,93.9800033569336,95.0944595336914,236800,51.35831637423362,11.059166039245616,0.03126860104516063,-1921365.9226148129,4.6685352513331555,0.9829098986611357,1.0028237063511631,0.9330369366846111,0.814768849172363,-72.94671636239677,0.005393386315467133,0.008472670786195853,0.017120351912179286,0.14533768806329164
2012-04-13,97.38999938964844,98.11000061035156,95.80000305175781,94.12015533447266,248200,48.976077326468044,4.740359821206706,0.030716548808288682,-1862662.3926270902,4.608795731901308,0.9923393612637992,1.0127307894116304,0.9437490257582428,0.8232030969519193,-81.95970185385023,0.00022341582125035264,-0.003712823211420061,-0.009388095537687565,0.11776364222008492
2012-04-16,97.05999755859375,97.06999969482422,91.86000061035156,89.60899353027344,437500,39.77629757489136,-1.3824419486122719,0.04512534221748073,-1928807.0020842254,4.910338857620517,1.0323801407039284,1.0606452789770826,0.992237464059878,0.8646453922145415,-120.24286442528101,-0.007324344348672445,-0.04723929505687087,-0.05783300057988862,0.10834410593769218
2012-04-17,91.68000030517578,94.4800033569336,91.58000183105469,90.16436767578125,723200,41.23968554469182,-0.551537812377252,0.047778892873168714,-2235284.413503155,4.917398509193446,1.02442184920254,1.0514130661775607,0.9873065514167173,0.8593195444517628,-113.24260844058384,-0.011661040384433479,-0.007932910948770307,-0.0512169975839721,0.13389586658472852
2012-04-18,91.7300033569336,92.2699966430664,90.16999816894531,88.23519134521484,897900,37.80336666808718,-4.515730016714749,0.060642466386414816,-2969593.04704985,4.836446173921264,1.0363737199380587,1.0707429155992008,1.0098524197194627,0.8781077274916056,-116.36892448125603,-0.016488973537741407,-0.049637947154862375,-0.0681772054621369,0.1061181290732238
2012-04-19,91.44999694824219,94.55999755859375,90.47000122070312,89.09259033203125,457100,40.18874226638052,0.9146315240444399,0.04578097851685864,-3243431.8313284665,4.954847210825171,1.0129266564955781,1.0567393922900226,1.001341821533706,0.8696570957043707,-109.32820391549672,-0.019883678078286494,-0.06311481479668886,-0.06888450591382692,0.1373850809534616
2012-04-20,91.83000183105469,92.66999816894531,90.36000061035156,88.15725708007812,294200,38.45604532947575,-4.501921025795159,0.017622763044894574,-3332734.013651997,4.939600656235546,1.010145766125473,1.0646926494173752,1.0130915336010167,0.8788840070937576,-117.42632516933288,-0.0266541558313706,-0.06335410553886482,-0.061183869124461256,0.1268429035444464
2012-04-23,89.06999969482422,89.33999633789062,86.86000061035156,86.3449935913086,575700,35.282013988866886,-10.87234964860387,0.029118634588601824,-3325547.0034759343,4.888198833046956,1.0237869774279647,1.0822230808795403,1.0348044742741958,0.8973305820562671,-103.46572676911072,-0.031026116104850128,-0.036424914624915816,-0.08785777835950445,0.04706921933679821
2012-04-24,88.83000183105469,89.08999633789062,87.31999969482422,85.80912780761719,325100,34.37846350677412,-11.672548391422477,0.028920243372007805,-3300319.958919883,4.7958848415932644,1.0200293869375543,1.0812710241701604,1.0416565725754754,0.9029342837587468,-108.36016569807141,-0.03546312543112537,-0.048303337343027906,-0.13360482067853863,0.04057100161204131
